BPS_ID,EVT_ID,freq,acres,BPS_NAME,bps_acres,EVT_NAME,evt_acres
1628,7974,1286,286,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Eastern Cool Temperate Row Crop,29381
1628,7975,1019,227,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Eastern Cool Temperate Close Grown Crop,28166
1628,7976,4179,929,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Eastern Cool Temperate Fallow/Idle Cropland,24304
1628,7977,4535,1009,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Eastern Cool Temperate Pasture and Hayland,15155
1628,7978,74,16,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Eastern Cool Temperate Wheat,1903
1628,9055,171,38,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Boreal-Laurentian Bog,2471
1628,9056,9100,2024,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,18184
1628,9057,8,2,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Boreal-Laurentian-Acadian Acidic Basin Fen,250
1628,9088,31,7,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,29
1628,9089,4736,1053,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,6721
1628,9112,464117,103217,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Laurentian Jack Pine-Red Pine Forest,172450
1628,9114,4,1,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Laurentian-Acadian Alkaline Fen,277
1628,9117,427,95,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Laurentian-Acadian Floodplain Forest,16724
1628,9118,467,104,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Laurentian-Acadian Freshwater Marsh,3530
1628,9120,491,109,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Laurentian-Acadian Wet Meadow,7301
1628,9177,31,7,BPS  Laurentian Pine-Oak Barrens,351016,EVT  North-Central Interior and Appalachian Acidic Peatland Woodland,630
1628,9178,110,24,BPS  Laurentian Pine-Oak Barrens,351016,EVT  North-Central Interior and Appalachian Rich Swamp,3432
1628,9179,16,4,BPS  Laurentian Pine-Oak Barrens,351016,EVT  North-Central Interior Floodplain Forest,2750
1628,9183,6,1,BPS  Laurentian Pine-Oak Barrens,351016,EVT  North-Central Interior Shrub Swamp,374
1628,9192,27,6,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Northern Atlantic Coastal Plain Pond,722
1628,9202,2,0,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Northern Great Lakes Coastal Marsh,406
1628,9203,3,1,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Northern Great Lakes Interdunal Wetland,83
1628,9295,3,1,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,10
1628,9312,306488,68161,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Northeastern North American Temperate Forest Plantation,198063
1628,9314,8,2,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Northern & Central Native Ruderal Flooded & Swamp Forest,427
1628,9315,604,134,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Northern & Central Native Ruderal Forest,15468
1628,9317,5507,1225,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Northern & Central Ruderal Shrubland,3873
1628,9318,18,4,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Northern & Central Ruderal Wet Meadow & Marsh,128
1628,9617,2,0,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Laurentian-Acadian Floodplain Shrubland,1092
1628,9620,105,23,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Laurentian-Acadian Shrub Swamp,4200
1628,9683,9,2,BPS  Laurentian Pine-Oak Barrens,351016,EVT  North-Central Interior Wet Meadow,401
1628,9817,58843,13086,BPS  Laurentian Pine-Oak Barrens,351016,EVT  Northern & Central Ruderal Meadow,30745
1629,7238,45684,10160,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Northern Oak Forest,244233
1629,7239,25541,5680,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Northern Pine-(Oak) Forest,92020
1629,7240,955,212,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Hardwood Forest,10068
1629,7241,1697,377,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13639
1629,7242,1184,263,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian Oak Barrens,6303
1629,7243,535,119,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian Pine-Oak Barrens,1796
1629,7295,26,6,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,196
1629,7296,926,206,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Developed-Low Intensity,10451
1629,7297,199,44,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Developed-Medium Intensity,2575
1629,7298,54,12,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Developed-High Intensity,771
1629,7299,10024,2229,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Developed-Roads,70702
1629,7301,14125,3141,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Sub-boreal Aspen-Birch Forest,123860
1629,7302,6167,1372,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Northern Hardwoods Forest,352626
1629,7310,729,162,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland,32008
1629,7362,17893,3979,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Northern Pine Forest,99384
1629,7366,5522,1228,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Pine-Hemlock Forest,28846
1629,7407,2530,563,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian Pine Barrens,22396
1629,7412,18,4,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  North-Central Interior Sand and Gravel Tallgrass Prairie,1279
1629,7466,7,2,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Great Lakes Wooded Dune and Swale,1348
1629,7481,3405,757,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,167621
1629,7905,2750,612,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Urban Deciduous Forest,23661
1629,7906,2206,491,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Urban Evergreen Forest,13614
1629,7907,1113,248,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Urban Mixed Forest,7114
1629,7908,1035,230,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Urban Herbaceous,9107
1629,7909,259,58,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Urban Shrubland,2473
1629,7925,172,38,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Developed Deciduous Forest,2445
1629,7926,336,75,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Developed Evergreen Forest,2432
1629,7927,60,13,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Developed Mixed Forest,950
1629,7928,2,0,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Developed Shrubland,62
1629,7929,62,14,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Developed Herbaceous,731
1629,7970,34,8,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Orchard,7450
1629,7971,1,0,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Vineyard,63
1629,7973,97,22,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Row Crop - Close Grown Crop,11339
1629,7974,96,21,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Row Crop,29381
1629,7975,584,130,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Close Grown Crop,28166
1629,7976,657,146,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Fallow/Idle Cropland,24304
1629,7977,1063,236,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Pasture and Hayland,15155
1629,7978,8,2,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Eastern Cool Temperate Wheat,1903
1629,9055,73,16,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Boreal-Laurentian Bog,2471
1629,9056,911,203,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,18184
1629,9057,6,1,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Boreal-Laurentian-Acadian Acidic Basin Fen,250
1629,9088,1,0,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,29
1629,9089,1276,284,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,6721
1629,9112,33399,7428,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian Jack Pine-Red Pine Forest,172450
1629,9114,1,0,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Alkaline Fen,277
1629,9117,553,123,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Floodplain Forest,16724
1629,9118,120,27,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Freshwater Marsh,3530
1629,9120,153,34,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Wet Meadow,7301
1629,9192,1,0,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Northern Atlantic Coastal Plain Pond,722
1629,9312,27785,6179,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Northeastern North American Temperate Forest Plantation,198063
1629,9314,4,1,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Northern & Central Native Ruderal Flooded & Swamp Forest,427
1629,9315,476,106,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Northern & Central Native Ruderal Forest,15468
1629,9317,684,152,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Northern & Central Ruderal Shrubland,3873
1629,9318,31,7,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Northern & Central Ruderal Wet Meadow & Marsh,128
1629,9617,3,1,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Floodplain Shrubland,1092
1629,9620,49,11,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Laurentian-Acadian Shrub Swamp,4200
1629,9817,1994,443,BPS  Laurentian Pine-Oak Barrens-Jack Pine,47876,EVT  Northern & Central Ruderal Meadow,30745
1631,7238,1849,411,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian-Acadian Northern Oak Forest,244233
1631,7239,476,106,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian-Acadian Northern Pine-(Oak) Forest,92020
1631,7240,21,5,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian-Acadian Hardwood Forest,10068
1631,7241,16,4,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13639
1631,7242,346,77,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian Oak Barrens,6303
1631,7243,74,16,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian Pine-Oak Barrens,1796
1631,7296,250,56,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Developed-Low Intensity,10451
1631,7297,46,10,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Developed-Medium Intensity,2575
1631,7298,3,1,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Developed-High Intensity,771
1631,7299,1134,252,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Developed-Roads,70702
1631,7301,26,6,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian-Acadian Sub-boreal Aspen-Birch Forest,123860
1631,7302,189,42,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian-Acadian Northern Hardwoods Forest,352626
1631,7310,97,22,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland,32008
1631,7311,24,5,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  North-Central Interior Dry Oak Forest and Woodland,37600
1631,7313,1,0,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  North-Central Interior Beech-Maple Forest,4280
1631,7362,1085,241,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian-Acadian Northern Pine Forest,99384
1631,7366,94,21,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian-Acadian Pine-Hemlock Forest,28846
1631,7407,1699,378,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian Pine Barrens,22396
1631,7412,247,55,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  North-Central Interior Sand and Gravel Tallgrass Prairie,1279
1631,7481,82,18,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,167621
1631,7905,34,8,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Urban Deciduous Forest,23661
1631,7906,322,72,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Urban Evergreen Forest,13614
1631,7907,55,12,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Urban Mixed Forest,7114
1631,7908,100,22,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Urban Herbaceous,9107
1631,7909,11,2,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Urban Shrubland,2473
1631,7925,21,5,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Developed Deciduous Forest,2445
1631,7926,90,20,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Developed Evergreen Forest,2432
1631,7927,13,3,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Developed Mixed Forest,950
1631,7929,15,3,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Developed Herbaceous,731
1631,7970,27,6,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Orchard,7450
1631,7973,224,50,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Row Crop - Close Grown Crop,11339
1631,7974,1332,296,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Row Crop,29381
1631,7975,86,19,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Close Grown Crop,28166
1631,7976,338,75,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Fallow/Idle Cropland,24304
1631,7977,356,79,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Pasture and Hayland,15155
1631,7978,5,1,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Eastern Cool Temperate Wheat,1903
1631,9055,3,1,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Boreal-Laurentian Bog,2471
1631,9056,51,11,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,18184
1631,9057,1,0,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Boreal-Laurentian-Acadian Acidic Basin Fen,250
1631,9089,4,1,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,6721
1631,9112,5974,1329,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian Jack Pine-Red Pine Forest,172450
1631,9117,28,6,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian-Acadian Floodplain Forest,16724
1631,9118,2,0,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian-Acadian Freshwater Marsh,3530
1631,9120,26,6,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Laurentian-Acadian Wet Meadow,7301
1631,9312,5857,1303,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Northeastern North American Temperate Forest Plantation,198063
1631,9315,213,47,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Northern & Central Native Ruderal Forest,15468
1631,9317,59,13,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Northern & Central Ruderal Shrubland,3873
1631,9817,1513,336,BPS  North-Central Interior Sand and Gravel Tallgrass Prairie,5453,EVT  Northern & Central Ruderal Meadow,30745
1633,7238,78,17,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Northern Oak Forest,244233
1633,7239,84,19,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Northern Pine-(Oak) Forest,92020
1633,7240,10,2,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Hardwood Forest,10068
1633,7241,24,5,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13639
1633,7242,2,0,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian Oak Barrens,6303
1633,7243,1,0,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian Pine-Oak Barrens,1796
1633,7295,1,0,BPS  Eastern Boreal Floodplain,8102,EVT  Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,196
1633,7296,24,5,BPS  Eastern Boreal Floodplain,8102,EVT  Developed-Low Intensity,10451
1633,7297,2,0,BPS  Eastern Boreal Floodplain,8102,EVT  Developed-Medium Intensity,2575
1633,7299,115,26,BPS  Eastern Boreal Floodplain,8102,EVT  Developed-Roads,70702
1633,7301,565,126,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Sub-boreal Aspen-Birch Forest,123860
1633,7302,343,76,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Northern Hardwoods Forest,352626
1633,7310,3,1,BPS  Eastern Boreal Floodplain,8102,EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland,32008
1633,7362,1785,397,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Northern Pine Forest,99384
1633,7366,1205,268,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Pine-Hemlock Forest,28846
1633,7407,34,8,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian Pine Barrens,22396
1633,7412,5,1,BPS  Eastern Boreal Floodplain,8102,EVT  North-Central Interior Sand and Gravel Tallgrass Prairie,1279
1633,7481,23156,5150,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,167621
1633,7905,32,7,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Urban Deciduous Forest,23661
1633,7906,59,13,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Urban Evergreen Forest,13614
1633,7907,30,7,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Urban Mixed Forest,7114
1633,7908,17,4,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Urban Herbaceous,9107
1633,7909,4,1,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Urban Shrubland,2473
1633,7925,5,1,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Developed Deciduous Forest,2445
1633,7926,33,7,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Developed Evergreen Forest,2432
1633,7927,13,3,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Developed Mixed Forest,950
1633,7929,4,1,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Developed Herbaceous,731
1633,7970,2,0,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Orchard,7450
1633,7973,3,1,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Row Crop - Close Grown Crop,11339
1633,7974,19,4,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Row Crop,29381
1633,7975,10,2,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Close Grown Crop,28166
1633,7976,73,16,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Fallow/Idle Cropland,24304
1633,7977,5,1,BPS  Eastern Boreal Floodplain,8102,EVT  Eastern Cool Temperate Pasture and Hayland,15155
1633,9055,60,13,BPS  Eastern Boreal Floodplain,8102,EVT  Boreal-Laurentian Bog,2471
1633,9056,3117,693,BPS  Eastern Boreal Floodplain,8102,EVT  Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,18184
1633,9057,2,0,BPS  Eastern Boreal Floodplain,8102,EVT  Boreal-Laurentian-Acadian Acidic Basin Fen,250
1633,9088,1,0,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,29
1633,9089,631,140,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,6721
1633,9112,1472,327,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian Jack Pine-Red Pine Forest,172450
1633,9114,8,2,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Alkaline Fen,277
1633,9117,1449,322,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Floodplain Forest,16724
1633,9118,806,179,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Freshwater Marsh,3530
1633,9120,474,105,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Wet Meadow,7301
1633,9312,180,40,BPS  Eastern Boreal Floodplain,8102,EVT  Northeastern North American Temperate Forest Plantation,198063
1633,9314,1,0,BPS  Eastern Boreal Floodplain,8102,EVT  Northern & Central Native Ruderal Flooded & Swamp Forest,427
1633,9315,2,0,BPS  Eastern Boreal Floodplain,8102,EVT  Northern & Central Native Ruderal Forest,15468
1633,9317,14,3,BPS  Eastern Boreal Floodplain,8102,EVT  Northern & Central Ruderal Shrubland,3873
1633,9617,48,11,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Floodplain Shrubland,1092
1633,9620,231,51,BPS  Eastern Boreal Floodplain,8102,EVT  Laurentian-Acadian Shrub Swamp,4200
1633,9817,187,42,BPS  Eastern Boreal Floodplain,8102,EVT  Northern & Central Ruderal Meadow,30745
1634,7238,188,42,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Laurentian-Acadian Northern Oak Forest,244233
1634,7239,211,47,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Laurentian-Acadian Northern Pine-(Oak) Forest,92020
1634,7240,10,2,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Laurentian-Acadian Hardwood Forest,10068
1634,7241,57,13,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13639
1634,7242,4,1,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Laurentian Oak Barrens,6303
1634,7243,5,1,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Laurentian Pine-Oak Barrens,1796
1634,7296,49,11,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Developed-Low Intensity,10451
1634,7297,12,3,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Developed-Medium Intensity,2575
1634,7298,2,0,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Developed-High Intensity,771
1634,7299,162,36,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Developed-Roads,70702
1634,7301,630,140,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Laurentian-Acadian Sub-boreal Aspen-Birch Forest,123860
1634,7302,406,90,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Laurentian-Acadian Northern Hardwoods Forest,352626
1634,7310,56,12,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland,32008
1634,7311,126,28,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  North-Central Interior Dry Oak Forest and Woodland,37600
1634,7313,52,12,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  North-Central Interior Beech-Maple Forest,4280
1634,7362,2158,480,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Laurentian-Acadian Northern Pine Forest,99384
1634,7366,1330,296,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Laurentian-Acadian Pine-Hemlock Forest,28846
1634,7395,8,2,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  North-Central Oak Barrens Woodland,2181
1634,7407,78,17,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Laurentian Pine Barrens,22396
1634,7412,3,1,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  North-Central Interior Sand and Gravel Tallgrass Prairie,1279
1634,7466,483,107,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Great Lakes Wooded Dune and Swale,1348
1634,7481,9791,2177,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,167621
1634,7905,64,14,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Eastern Cool Temperate Urban Deciduous Forest,23661
1634,7906,104,23,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Eastern Cool Temperate Urban Evergreen Forest,13614
1634,7907,35,8,BPS  Great Lakes Wooded Dune and Swale,5271,EVT  Eastern Cool Temperate Urban Mixed Forest,7114
